order_id,product_id,customer_email,order_date,status,quantity,total_amount
474,935,user6353@example.com,2025-08-29,pending,1,426.18
475,955,user9655@shop.net,2025-12-08,shipped,3,126.71
476,966,user9748@shop.net,2025-10-19,shipped,9,331.69
477,858,user8841@example.com,2024-10-24,shipped,5,6.74
478,362,user3488@example.com,2026-04-11,pending,8,227.95
479,603,user9260@shop.net,2025-01-07,pending,9,471.91
480,325,user8978@example.com,2024-10-20,pending,2,185.91
481,979,user5275@mail.com,2026-03-03,cancelled,5,317.63
482,798,user2755@mail.com,2026-02-11,shipped,6,286.43
483,719,user6604@mail.com,2024-11-22,cancelled,7,212.79
484,822,user5681@example.com,2024-06-20,processing,8,365.41
485,459,user8134@mail.com,2025-07-14,cancelled,4,478.18
486,376,user6391@shop.net,2025-05-31,cancelled,4,469.37
487,169,user4780@example.com,2024-09-06,delivered,3,414.1
488,895,user4629@mail.com,2024-11-24,delivered,1,86.99
489,624,user3918@example.com,2025-03-10,shipped,4,13.89
490,313,user7910@mail.com,2025-11-26,cancelled,9,107.21
491,2,user6857@mail.com,2025-06-07,processing,3,170.81
492,142,user1389@shop.net,2025-06-08,processing,5,392.34
493,762,user2749@example.com,2025-08-30,pending,5,134.61
494,622,user5943@mail.com,2024-08-04,delivered,8,34.71
495,208,user2078@mail.com,2025-10-09,processing,4,137.42
496,319,user5018@shop.net,2024-11-14,processing,1,399.41
497,178,user5280@shop.net,2025-03-26,shipped,5,52.92
498,798,user4367@example.com,2026-05-15,cancelled,7,272.38
499,351,user3253@mail.com,2024-09-04,delivered,10,119.5
500,301,user9880@example.com,2025-11-01,shipped,2,151.55
501,303,user9631@mail.com,2024-09-09,cancelled,4,272.67
502,803,user4918@mail.com,2025-06-19,cancelled,6,90.24
503,586,user4583@example.com,2025-04-29,processing,6,327.63
504,749,user1909@shop.net,2025-08-14,processing,2,447.97
505,404,user7653@example.com,2025-03-08,pending,6,365.85
506,787,user8826@mail.com,2026-03-07,cancelled,6,12.25
507,966,user9134@example.com,2024-06-09,delivered,3,441.48
508,747,user7619@mail.com,2024-06-27,pending,9,422.53
509,245,user2620@mail.com,2025-04-02,shipped,2,258.72
510,180,user5668@shop.net,2025-11-23,pending,8,241.95
511,98,user6719@example.com,2025-01-08,shipped,8,96.56
512,810,user9794@shop.net,2026-01-05,processing,4,439.96
513,160,user7938@example.com,2025-02-12,delivered,3,440.16
514,597,user4748@shop.net,2024-07-06,processing,7,237.71
515,830,user2710@shop.net,2025-03-22,cancelled,6,463.47
516,560,user6933@mail.com,2026-05-11,cancelled,8,79.54
517,337,user2074@example.com,2025-05-07,delivered,8,149.58
518,822,user4632@example.com,2024-07-25,pending,10,483.19
519,712,user2964@mail.com,2026-02-28,processing,4,269.88
520,976,user4591@shop.net,2025-06-16,cancelled,1,144.06
521,590,user9808@mail.com,2025-09-03,pending,3,232.15
522,803,user1057@shop.net,2025-12-23,shipped,1,6.78
523,340,user5021@example.com,2025-01-01,pending,5,353.23
524,695,user2191@shop.net,2026-04-08,processing,4,251.36
525,605,user3577@mail.com,2026-03-09,shipped,3,397.3
526,790,user8996@example.com,2024-06-28,shipped,6,148.64
527,887,user9029@shop.net,2026-05-26,cancelled,4,214.91
528,473,user3550@mail.com,2025-10-01,cancelled,7,17.69
529,811,user5922@shop.net,2024-09-27,pending,4,135.23
530,395,user8276@example.com,2025-03-27,processing,3,266.48
531,204,user5907@example.com,2025-08-27,delivered,5,78.38
532,900,user4373@mail.com,2025-09-05,pending,10,397.0
533,425,user8016@example.com,2026-05-07,pending,7,419.39
534,289,user7000@mail.com,2025-09-01,processing,6,201.02
535,243,user2543@shop.net,2025-11-23,processing,1,460.27
536,363,user3329@mail.com,2024-07-08,pending,4,249.82
537,413,user5575@example.com,2026-03-08,delivered,10,366.4
538,37,user9502@example.com,2025-03-14,delivered,9,44.48
539,766,user2645@mail.com,2024-08-08,shipped,10,157.19
540,358,user2060@mail.com,2025-02-06,pending,5,155.4
541,495,user9085@mail.com,2025-05-04,pending,1,433.41
542,567,user3728@shop.net,2025-12-20,cancelled,3,159.97
543,398,user2748@shop.net,2025-02-05,pending,4,387.1
544,370,user6571@example.com,2025-02-08,shipped,6,85.04
545,764,user9769@example.com,2025-10-25,processing,6,126.98
546,115,user2943@shop.net,2025-11-15,shipped,8,357.58
547,83,user1161@mail.com,2024-11-21,processing,3,210.4
548,65,user2936@mail.com,2025-10-31,shipped,4,224.29
549,811,user7240@example.com,2026-04-03,pending,7,469.95
550,517,user3506@shop.net,2026-04-28,pending,4,53.12
551,275,user3810@shop.net,2025-12-03,pending,3,378.25
552,664,user6403@shop.net,2026-04-14,cancelled,1,311.66
553,755,user9903@mail.com,2025-08-15,pending,6,452.22
554,170,user8323@shop.net,2024-07-29,processing,2,194.92
555,939,user5765@mail.com,2026-04-21,cancelled,5,35.11
556,983,user1655@mail.com,2026-06-02,pending,5,266.45
557,409,user6632@example.com,2026-05-15,processing,9,383.97
558,67,user2580@shop.net,2025-02-01,delivered,7,60.86
559,982,user1501@example.com,2025-01-22,processing,9,472.82
560,752,user8736@mail.com,2025-09-30,shipped,8,238.5
561,178,user3421@shop.net,2024-12-28,cancelled,1,35.21
562,396,user6667@shop.net,2024-09-24,pending,4,101.12
563,167,user7680@shop.net,2025-03-25,cancelled,4,420.32
564,911,user7232@mail.com,2026-03-06,cancelled,10,74.15
565,841,user1324@example.com,2025-03-31,pending,5,476.52
566,452,user7975@mail.com,2026-01-06,delivered,6,293.15
567,122,user7934@example.com,2024-12-19,cancelled,7,303.81
568,430,user2912@example.com,2024-12-02,delivered,3,371.91
569,38,user6685@shop.net,2026-03-20,shipped,6,458.99
570,631,user2209@example.com,2025-06-10,delivered,6,227.04
571,579,user1031@mail.com,2025-12-10,cancelled,2,329.86
572,271,user8482@shop.net,2025-12-07,pending,9,351.25
573,194,user1257@shop.net,2026-05-05,delivered,4,74.43
574,258,user8467@example.com,2025-10-03,shipped,7,43.59
575,807,user4513@mail.com,2025-04-04,shipped,1,436.27
576,16,user5427@mail.com,2025-02-07,cancelled,7,302.0
577,16,user2837@shop.net,2024-11-16,processing,6,276.76
578,776,user6339@example.com,2025-12-16,processing,7,324.53
579,898,user4970@example.com,2025-12-11,cancelled,4,372.96
580,76,user6118@example.com,2025-01-27,delivered,8,427.17
581,225,user3116@mail.com,2024-10-14,pending,7,8.3
582,597,user9521@example.com,2026-02-04,delivered,9,153.93
583,31,user2583@mail.com,2026-02-28,shipped,4,22.19
584,793,user3704@example.com,2026-03-15,processing,2,160.25
585,45,user2069@mail.com,2026-05-15,pending,9,284.33
586,94,user2004@example.com,2025-07-22,shipped,4,474.95
587,723,user9695@shop.net,2025-04-06,processing,7,487.8
588,841,user5352@shop.net,2025-08-12,pending,8,382.43
589,667,user4952@mail.com,2025-09-18,cancelled,6,115.71
590,376,user5876@mail.com,2025-03-18,shipped,8,315.17
591,435,user2357@example.com,2025-04-01,cancelled,2,230.82
592,898,user3175@example.com,2025-08-16,pending,6,397.48
593,652,user7053@shop.net,2026-05-28,pending,5,62.63
594,484,user5135@example.com,2025-11-17,delivered,2,335.17
595,264,user3202@example.com,2025-07-26,pending,10,71.29
596,887,user2912@shop.net,2024-10-20,cancelled,5,287.53
597,111,user7219@example.com,2025-02-17,processing,1,431.51
598,672,user1656@mail.com,2025-11-02,cancelled,9,321.49
599,10,user7212@shop.net,2026-03-10,processing,4,360.29
600,431,user6853@example.com,2025-02-15,pending,2,369.2
601,977,user8292@shop.net,2025-11-22,cancelled,3,227.59
602,220,user1322@shop.net,2025-02-25,pending,5,326.65
603,119,user2759@example.com,2024-10-31,pending,7,152.83
604,560,user8807@mail.com,2025-12-30,processing,7,76.54
605,481,user2950@shop.net,2025-09-19,delivered,4,54.84
606,708,user8104@example.com,2026-03-27,delivered,2,338.3
607,314,user3196@shop.net,2026-04-06,processing,9,269.72
608,320,user5154@example.com,2025-06-27,pending,9,425.56
609,454,user9057@example.com,2025-06-02,pending,3,253.41
610,239,user6724@shop.net,2025-05-17,delivered,8,11.21
611,361,user3794@example.com,2025-06-18,pending,6,277.21
612,424,user6560@shop.net,2024-08-21,pending,10,392.32
613,568,user4022@shop.net,2025-12-30,processing,10,87.07
614,483,user4680@shop.net,2024-10-25,cancelled,3,32.96
615,995,user3474@example.com,2024-09-02,cancelled,10,137.13
616,644,user9560@example.com,2024-12-09,pending,10,72.65
617,542,user3431@example.com,2024-10-29,processing,9,323.25
618,49,user5503@mail.com,2026-03-10,processing,5,290.36
619,970,user5815@example.com,2026-03-23,cancelled,1,83.58
620,540,user6538@example.com,2026-01-17,delivered,4,447.61
621,806,user6334@shop.net,2026-05-15,delivered,5,282.05
622,90,user8193@mail.com,2025-11-21,delivered,3,373.35
623,162,user5038@shop.net,2026-03-08,processing,9,434.44
624,208,user6703@example.com,2025-01-18,cancelled,7,262.16
625,138,user7059@shop.net,2025-09-03,pending,2,428.9
626,629,user3182@shop.net,2025-11-25,shipped,6,12.28
627,678,user3058@mail.com,2024-09-27,processing,5,126.0
628,988,user2139@shop.net,2025-08-11,processing,2,226.73
629,231,user2382@example.com,2026-01-14,processing,1,144.55
630,367,user3870@shop.net,2024-12-16,pending,3,324.72
631,111,user1468@example.com,2025-05-01,pending,5,110.26
632,166,user2982@mail.com,2025-04-15,cancelled,6,442.2
633,856,user6669@mail.com,2024-10-30,processing,5,417.36
634,514,user3471@shop.net,2025-03-12,processing,4,471.0
635,274,user8818@example.com,2024-08-22,processing,10,165.67
636,517,user8734@example.com,2026-03-17,pending,5,41.04
637,811,user2170@mail.com,2025-09-20,delivered,1,257.69
638,23,user6584@example.com,2025-10-08,cancelled,5,192.65
639,668,user9739@example.com,2025-05-22,pending,10,467.87
640,540,user5315@example.com,2025-07-18,shipped,2,49.39
641,709,user8728@mail.com,2025-03-29,shipped,5,455.55
642,167,user4154@example.com,2025-11-04,delivered,8,288.72
643,279,user3478@example.com,2025-11-25,delivered,9,414.55
644,374,user7448@example.com,2025-11-03,cancelled,9,397.44
645,275,user2228@mail.com,2026-05-02,delivered,1,377.73
646,580,user4539@example.com,2025-02-24,shipped,3,119.12
647,7,user4949@shop.net,2024-11-15,shipped,5,413.55
648,135,user8157@shop.net,2025-08-17,delivered,9,141.69
649,429,user6701@mail.com,2026-05-05,pending,8,195.78
650,469,user5250@example.com,2026-01-03,delivered,3,74.81
651,982,user3126@shop.net,2024-11-20,cancelled,2,155.29
652,172,user5100@shop.net,2025-05-09,delivered,9,431.75
653,972,user2630@mail.com,2026-04-04,delivered,1,279.96
654,110,user4768@example.com,2026-04-07,delivered,7,244.7
655,391,user6769@shop.net,2026-04-22,pending,5,195.63
656,281,user1228@example.com,2026-05-06,processing,3,241.08
657,628,user7864@shop.net,2026-05-06,cancelled,6,143.41
658,641,user3793@mail.com,2025-08-26,processing,2,40.58
659,250,user8033@shop.net,2024-07-11,pending,2,235.02
660,263,user4675@example.com,2025-05-19,pending,4,438.32
661,501,user4883@mail.com,2025-01-08,processing,7,486.62
662,744,user8505@mail.com,2026-03-23,cancelled,5,124.75
663,814,user1754@mail.com,2025-08-04,shipped,2,428.13
664,984,user8474@shop.net,2025-01-22,pending,2,151.66
665,879,user4017@example.com,2024-09-29,shipped,10,366.05
666,310,user7165@example.com,2025-04-17,pending,3,124.53
667,49,user1769@example.com,2024-10-17,delivered,5,342.65
668,430,user3389@example.com,2024-06-30,cancelled,7,21.65
669,717,user1198@shop.net,2026-04-29,cancelled,8,31.81
670,869,user4278@shop.net,2025-07-10,processing,8,24.09
671,423,user9380@shop.net,2025-09-02,pending,5,223.45
672,723,user6404@shop.net,2025-11-06,delivered,5,375.06
673,412,user6929@example.com,2026-01-26,cancelled,4,224.01
674,263,user1789@mail.com,2025-10-10,delivered,6,352.77
675,921,user9419@example.com,2026-04-27,shipped,3,470.79
676,803,user2572@mail.com,2025-10-14,shipped,6,218.45
677,862,user7984@mail.com,2024-11-30,delivered,9,419.98
678,661,user5978@mail.com,2025-07-18,cancelled,8,440.68
679,360,user5692@example.com,2025-02-08,cancelled,6,154.49
680,510,user3889@mail.com,2026-01-27,pending,8,174.51
681,733,user2233@mail.com,2025-08-07,cancelled,3,262.89
682,485,user2342@example.com,2025-10-14,delivered,6,208.74
683,737,user3282@example.com,2024-08-19,pending,3,124.07
684,747,user4804@example.com,2025-06-18,cancelled,10,371.84
685,347,user2584@mail.com,2026-03-27,shipped,1,425.35
686,188,user9601@example.com,2026-04-11,cancelled,10,284.72
687,614,user9865@mail.com,2026-03-18,delivered,9,146.08
688,615,user5371@shop.net,2025-03-25,delivered,4,90.78
689,595,user9082@shop.net,2024-09-10,processing,8,28.01
690,573,user6450@shop.net,2026-05-25,cancelled,10,211.03
691,208,user5283@example.com,2026-01-13,shipped,1,316.27
692,420,user5392@mail.com,2024-09-09,cancelled,3,479.38
693,690,user2978@shop.net,2026-02-21,pending,10,404.92
694,996,user4179@example.com,2025-10-24,pending,8,71.32
695,864,user7566@example.com,2024-10-04,processing,4,460.0
696,679,user9390@mail.com,2025-04-26,cancelled,6,310.6
697,705,user5205@shop.net,2025-07-26,delivered,2,209.67
698,7,user9514@mail.com,2025-03-04,cancelled,3,180.03
699,640,user5094@mail.com,2025-07-19,delivered,6,294.88
700,63,user5508@example.com,2025-03-17,pending,10,339.6
701,861,user2156@example.com,2025-11-16,cancelled,6,94.04
702,211,user3155@shop.net,2025-07-06,processing,10,4.2
703,506,user8347@example.com,2024-07-09,shipped,9,464.72
704,968,user9667@example.com,2025-06-27,delivered,8,167.14
705,783,user6375@shop.net,2026-05-18,processing,8,342.18
706,666,user5110@example.com,2026-03-16,shipped,9,456.63
707,860,user6731@example.com,2026-04-09,cancelled,10,258.33
708,640,user8471@mail.com,2025-04-30,shipped,8,403.95
709,314,user4315@mail.com,2025-12-21,delivered,1,253.65
710,290,user3038@shop.net,2024-11-09,shipped,2,121.46
711,605,user4516@mail.com,2025-08-22,delivered,4,5.58
712,376,user9031@mail.com,2025-10-12,processing,7,276.47
713,259,user2199@shop.net,2025-03-06,processing,3,368.78
714,437,user9487@mail.com,2025-03-18,delivered,8,490.68
715,391,user8866@shop.net,2026-06-04,delivered,8,187.23
716,278,user9887@shop.net,2026-01-18,cancelled,7,267.89
717,69,user9132@mail.com,2025-06-20,processing,4,123.2
718,230,user9436@shop.net,2026-05-30,pending,1,107.07
719,531,user3521@example.com,2026-05-04,cancelled,2,274.35
720,787,user4921@shop.net,2024-12-02,pending,3,340.4
721,98,user7089@example.com,2025-11-03,cancelled,7,281.69
722,19,user1583@example.com,2025-01-12,cancelled,3,55.1
723,89,user4225@example.com,2025-08-08,cancelled,1,43.83
724,408,user9490@shop.net,2025-06-14,pending,10,406.5
725,849,user8232@shop.net,2026-04-07,shipped,2,141.67
726,3,user1539@mail.com,2025-01-21,cancelled,5,61.44
727,814,user7524@shop.net,2025-05-01,shipped,5,33.6
728,53,user1352@example.com,2025-07-12,cancelled,10,152.22
729,798,user5242@shop.net,2025-12-17,cancelled,5,308.22
730,171,user9889@mail.com,2025-01-12,shipped,5,458.96
731,52,user4896@shop.net,2025-11-29,shipped,9,219.49
732,348,user4630@mail.com,2025-02-12,cancelled,2,239.34
733,669,user1398@shop.net,2024-09-30,delivered,6,311.85
734,411,user2375@example.com,2024-09-30,processing,8,162.61
735,897,user8095@mail.com,2026-01-05,processing,9,302.76
736,321,user2244@example.com,2026-01-28,processing,8,160.46
737,805,user1102@shop.net,2025-09-13,processing,8,278.77
738,794,user4180@mail.com,2025-02-16,processing,2,12.7
739,790,user8431@mail.com,2026-05-30,pending,6,333.3
740,874,user4357@mail.com,2025-11-23,pending,1,181.99
741,412,user7298@shop.net,2024-06-27,delivered,5,462.15
742,549,user4874@shop.net,2025-08-11,delivered,2,106.02
743,290,user3184@mail.com,2025-10-04,delivered,2,349.65
744,181,user6745@shop.net,2025-10-22,delivered,5,25.06
745,711,user1227@shop.net,2025-09-25,cancelled,9,201.58
746,954,user7802@mail.com,2026-03-28,shipped,10,243.78
747,659,user3064@shop.net,2024-07-05,cancelled,1,58.8
748,770,user2298@example.com,2025-09-21,delivered,5,183.46
749,991,user9925@example.com,2025-08-28,delivered,1,384.8
750,519,user8261@shop.net,2025-01-25,delivered,4,294.48
751,887,user1301@example.com,2025-05-08,pending,7,236.94
752,908,user4888@shop.net,2026-02-04,shipped,1,454.72
753,442,user5759@shop.net,2025-06-27,pending,3,125.46
754,567,user9994@shop.net,2024-10-28,pending,9,286.69
755,652,user6909@example.com,2025-08-08,shipped,3,433.17
756,372,user1702@shop.net,2024-10-02,delivered,3,298.14
757,283,user5403@shop.net,2025-12-20,delivered,9,494.04
758,154,user4075@mail.com,2025-06-29,processing,9,243.24
759,487,user9741@example.com,2025-01-18,delivered,7,317.16
760,64,user1858@mail.com,2024-08-29,cancelled,10,404.41
761,954,user2198@shop.net,2024-07-03,delivered,9,368.2
762,402,user9887@example.com,2026-01-26,pending,6,323.43
763,716,user1009@example.com,2026-06-07,pending,5,322.34
764,317,user4230@example.com,2024-08-12,cancelled,10,160.41
765,355,user1953@example.com,2025-11-22,shipped,10,241.55
766,856,user3766@mail.com,2026-04-28,pending,8,118.57
767,14,user7678@mail.com,2024-09-20,cancelled,9,370.24
768,702,user1815@example.com,2025-02-03,processing,4,402.0
769,453,user1783@example.com,2026-03-06,pending,8,23.15
770,787,user3230@shop.net,2025-04-15,delivered,3,300.98
771,992,user3787@mail.com,2024-07-22,shipped,7,82.61
772,31,user1186@example.com,2025-01-06,shipped,10,203.33
773,905,user9184@mail.com,2025-08-21,processing,5,437.1
774,863,user8022@mail.com,2026-06-07,processing,10,264.23
775,230,user9745@shop.net,2025-06-26,cancelled,9,461.1
776,298,user7105@mail.com,2025-05-12,processing,8,257.2
777,116,user1489@shop.net,2025-03-15,cancelled,1,265.12
778,736,user2994@shop.net,2025-09-06,pending,9,122.52
779,605,user6736@example.com,2025-06-08,shipped,3,482.49
780,533,user7947@shop.net,2024-09-05,cancelled,6,446.65
781,669,user1019@shop.net,2024-10-31,processing,8,334.84
782,216,user6919@mail.com,2025-10-22,delivered,3,153.91
783,378,user1853@shop.net,2024-07-07,cancelled,10,351.81
784,694,user7100@shop.net,2025-02-17,pending,8,263.78
785,365,user2509@mail.com,2025-08-10,delivered,1,235.68
786,913,user3780@mail.com,2025-08-10,shipped,6,17.99
787,760,user3169@shop.net,2025-04-14,shipped,2,433.4
788,589,user1190@example.com,2026-03-24,processing,7,317.71
789,610,user2371@mail.com,2025-01-04,pending,3,485.31
790,114,user2756@mail.com,2025-03-25,pending,10,321.72
791,9,user2395@shop.net,2024-07-30,delivered,8,143.63
792,95,user4034@shop.net,2025-04-27,cancelled,1,62.58
793,793,user4690@example.com,2025-12-14,cancelled,2,111.98
794,582,user2921@mail.com,2025-09-27,cancelled,10,245.5
795,262,user6231@mail.com,2025-09-20,delivered,4,63.7
796,877,user2171@shop.net,2025-01-04,pending,6,70.94
797,767,user4295@shop.net,2025-09-07,processing,5,373.14
798,30,user4020@example.com,2026-04-27,delivered,3,426.63
799,684,user3685@example.com,2025-08-04,shipped,8,353.59
800,640,user1542@mail.com,2025-01-19,cancelled,7,224.14
801,465,user8061@shop.net,2025-08-25,pending,8,431.83
802,757,user9225@mail.com,2026-04-15,processing,6,420.28
803,130,user7912@shop.net,2025-12-14,delivered,8,279.52
804,695,user3724@example.com,2025-02-15,processing,6,415.83
805,594,user4138@shop.net,2025-10-05,pending,3,270.93
806,522,user9376@example.com,2026-04-18,delivered,3,432.41
807,40,user7952@example.com,2025-02-20,pending,10,112.0
808,871,user4292@example.com,2026-05-31,cancelled,7,453.69
809,723,user3821@shop.net,2026-04-22,delivered,2,258.77
810,256,user5783@mail.com,2025-12-31,shipped,2,18.42
811,723,user1264@mail.com,2026-03-28,processing,4,473.56
812,364,user4980@example.com,2026-02-28,processing,4,285.13
813,858,user8048@mail.com,2026-01-30,cancelled,8,226.42
814,412,user3428@example.com,2024-08-13,processing,2,381.67
815,912,user2167@shop.net,2025-08-02,cancelled,1,456.33
816,124,user2222@shop.net,2025-02-01,processing,7,374.29
817,412,user5051@shop.net,2026-03-04,processing,2,424.31
818,171,user5550@example.com,2024-09-14,shipped,1,244.02
819,239,user8412@mail.com,2026-05-13,delivered,5,368.93
820,766,user4365@shop.net,2025-08-11,processing,6,162.71
821,306,user2303@example.com,2025-02-09,shipped,1,189.59
822,627,user5344@example.com,2024-10-30,pending,6,207.79
823,54,user3471@shop.net,2025-08-06,pending,5,331.14
824,555,user1142@shop.net,2025-07-17,pending,7,377.65
825,163,user7063@example.com,2024-11-18,delivered,8,271.17
826,16,user6642@mail.com,2025-03-17,processing,4,123.09
827,2,user8357@mail.com,2025-07-26,pending,9,116.28
828,558,user3646@example.com,2026-01-29,processing,3,412.87
829,526,user7296@example.com,2025-03-19,cancelled,4,133.61
830,903,user6222@example.com,2024-09-06,pending,2,41.96
831,975,user7259@example.com,2026-02-10,cancelled,7,461.05
832,682,user5809@shop.net,2025-12-26,delivered,3,352.91
833,904,user1821@shop.net,2025-05-17,pending,5,34.07
834,766,user6123@example.com,2024-06-26,processing,2,221.68
835,164,user8812@shop.net,2026-04-15,pending,6,368.23
836,719,user1024@shop.net,2025-10-20,pending,7,375.28
837,632,user9265@mail.com,2024-12-26,delivered,1,46.04
838,513,user2555@shop.net,2026-05-22,cancelled,10,417.24
839,866,user2775@mail.com,2025-08-08,processing,9,232.13
840,772,user1329@shop.net,2025-04-03,shipped,1,338.66
841,681,user4719@mail.com,2024-06-28,cancelled,3,425.51
842,781,user5684@example.com,2024-11-23,cancelled,7,493.94
843,648,user4822@mail.com,2025-03-24,delivered,6,211.45
844,872,user8819@shop.net,2026-04-04,pending,2,64.47
845,515,user9290@shop.net,2024-06-19,pending,7,39.59
846,393,user9847@mail.com,2024-11-24,cancelled,5,296.91
847,916,user9046@mail.com,2025-12-13,processing,7,156.01
848,536,user6633@shop.net,2024-09-06,shipped,5,320.18
849,907,user4520@mail.com,2025-05-21,cancelled,2,437.69
850,462,user7498@shop.net,2025-01-16,shipped,5,323.45
851,715,user6240@mail.com,2026-04-10,processing,10,394.72
852,901,user8131@example.com,2024-08-31,shipped,4,39.41
853,946,user4402@example.com,2024-08-04,pending,8,474.63
854,294,user2605@example.com,2025-01-15,shipped,4,38.16
855,118,user7426@shop.net,2025-09-20,delivered,7,169.37
856,420,user7257@mail.com,2026-05-10,shipped,4,227.28
857,816,user3840@example.com,2025-08-20,processing,5,191.0
858,530,user3585@example.com,2026-01-07,pending,9,147.85
859,991,user8833@example.com,2025-06-29,delivered,5,31.52
860,490,user3229@shop.net,2025-11-08,delivered,7,38.39
861,456,user3433@example.com,2026-01-01,cancelled,9,47.54
862,242,user5265@example.com,2026-04-15,processing,6,233.17
863,124,user3461@shop.net,2025-02-11,shipped,8,76.95
864,652,user6092@example.com,2024-06-29,shipped,7,419.23
865,291,user8028@mail.com,2025-09-04,processing,3,434.74
866,272,user8011@example.com,2026-03-30,cancelled,8,183.14
867,969,user1452@example.com,2025-09-29,pending,7,288.18
868,109,user9669@example.com,2025-03-27,processing,10,242.97
869,781,user3745@shop.net,2025-03-28,shipped,4,55.27
870,522,user2189@shop.net,2024-09-21,processing,6,329.71
871,720,user8636@shop.net,2025-10-25,shipped,2,129.71
872,978,user4509@example.com,2024-09-10,shipped,6,358.49
873,219,user9397@example.com,2024-08-26,delivered,6,43.36
874,648,user4852@example.com,2025-01-14,cancelled,5,95.32
875,3,user1474@example.com,2025-12-02,processing,10,217.19
876,373,user6049@shop.net,2025-11-09,pending,8,145.68
877,217,user4201@shop.net,2024-10-05,cancelled,4,367.95
878,355,user2367@example.com,2025-05-11,pending,6,301.11
879,853,user5103@mail.com,2025-11-17,processing,3,145.74
880,117,user3355@mail.com,2024-06-11,pending,6,313.46
881,792,user2765@mail.com,2026-02-01,shipped,8,96.12
882,335,user3116@example.com,2025-05-12,pending,4,197.42
883,64,user5171@mail.com,2024-10-14,shipped,3,215.71
884,762,user6288@example.com,2025-01-02,processing,2,237.21
885,287,user4737@mail.com,2025-03-04,shipped,9,373.16
886,276,user9170@mail.com,2026-01-09,delivered,7,270.0
887,486,user6841@mail.com,2024-09-07,cancelled,6,39.08
888,881,user9755@shop.net,2025-04-10,shipped,8,275.67
889,503,user8151@mail.com,2024-08-20,shipped,8,279.0
890,898,user7802@example.com,2025-03-15,cancelled,6,487.45
891,355,user4561@example.com,2024-08-11,cancelled,9,215.66
892,90,user6439@shop.net,2025-04-13,processing,4,336.59
893,86,user2036@mail.com,2026-01-13,shipped,9,271.08
894,87,user7491@example.com,2025-08-21,cancelled,7,399.22
895,379,user6645@example.com,2025-01-25,processing,5,113.38
896,363,user8426@mail.com,2026-01-25,cancelled,9,63.93
897,898,user5861@example.com,2025-07-15,pending,9,454.73
898,584,user3567@mail.com,2026-02-02,cancelled,2,382.99
899,731,user1358@mail.com,2025-01-06,cancelled,4,495.4
900,368,user9745@example.com,2025-01-05,cancelled,2,201.47
901,666,user3607@mail.com,2025-12-28,cancelled,7,245.57
902,718,user6574@shop.net,2025-03-11,delivered,5,50.89
903,97,user2115@example.com,2025-03-12,pending,10,317.33
904,769,user2824@example.com,2024-12-09,delivered,7,462.82
905,643,user6905@mail.com,2024-11-29,delivered,6,402.02
906,574,user7645@shop.net,2026-06-01,delivered,3,473.65
907,505,user7302@example.com,2025-04-13,cancelled,5,253.93
908,85,user5545@example.com,2025-09-29,cancelled,5,379.23
909,682,user6531@example.com,2024-08-08,delivered,6,147.39
910,886,user3830@shop.net,2025-01-24,processing,7,156.16
911,337,user5815@example.com,2025-04-08,processing,6,307.98
912,923,user1075@mail.com,2025-07-10,pending,9,40.46
913,793,user4861@mail.com,2025-05-29,shipped,8,187.81
914,193,user7591@shop.net,2024-07-03,pending,7,466.39
915,875,user8242@shop.net,2025-07-27,cancelled,5,131.02
916,200,user1734@mail.com,2024-07-25,cancelled,3,318.44
917,121,user3003@mail.com,2024-10-02,processing,10,178.31
918,969,user4590@mail.com,2024-10-22,cancelled,5,87.1
919,489,user4678@example.com,2025-12-10,shipped,1,319.12
920,390,user7639@example.com,2024-11-22,delivered,8,104.3
921,175,user6577@shop.net,2025-06-10,processing,8,463.63
922,792,user7229@mail.com,2026-02-04,pending,2,281.51
923,344,user3479@example.com,2024-08-21,shipped,6,139.54
924,652,user4686@example.com,2025-12-04,delivered,4,318.41
925,9,user5958@example.com,2026-04-17,delivered,1,165.96
926,700,user6205@example.com,2025-12-07,shipped,4,337.32
927,51,user7800@example.com,2024-06-28,shipped,1,346.44
928,605,user9382@shop.net,2026-05-12,processing,6,188.74
929,258,user3149@example.com,2024-10-16,delivered,4,312.08
930,145,user9063@shop.net,2025-05-21,shipped,1,196.76
931,247,user2520@mail.com,2025-12-26,delivered,10,132.87
932,943,user4572@shop.net,2026-03-31,delivered,5,124.48
933,338,user4907@mail.com,2026-03-07,cancelled,8,350.45
934,343,user8643@mail.com,2024-08-28,cancelled,9,199.81
935,570,user9527@shop.net,2025-11-11,shipped,9,319.86
936,820,user8164@mail.com,2026-01-24,cancelled,10,356.94
937,264,user2697@mail.com,2026-03-08,processing,7,377.84
938,115,user4593@mail.com,2024-09-28,processing,5,237.34
939,277,user7546@shop.net,2026-03-01,shipped,7,323.22
940,900,user4610@example.com,2024-07-08,processing,10,35.42
941,769,user8946@example.com,2026-01-06,pending,2,279.31
942,53,user9509@shop.net,2025-12-31,processing,1,140.47
943,612,user2253@mail.com,2024-11-08,cancelled,3,334.74
944,643,user6273@shop.net,2025-09-25,pending,2,212.24
945,433,user2647@mail.com,2025-03-16,processing,4,181.62
946,173,user2026@shop.net,2024-06-23,delivered,10,159.17
947,707,user2017@shop.net,2025-08-20,pending,9,118.42
